樹木編號,樹種名稱,樹種學名,樹胸徑寬度公尺,樹胸圍長度公尺,地址,緯度,經度,地理位置名稱,管理單位,英文名
1001,茄苳,Bischofia javanica Blume,1.15,3.61,臺北市北投區關渡里大度路三段301巷112號土地公廟旁,25.1202,121.4655,公共場所,臺北市停車管理工程處,Autumn Maple Tree
1002,猢猻木,Adansonia digitata L.,0.89,2.8,臺北市北投區一德里大度路三段301巷5號前第一棵,25.123,121.4665,道路、人行道,臺北市政府工務局公園路燈工程管理處,Baobab
1004,榕,Ficus microcarpa L. f.,0.84,2.65,臺北市北投區中心里大業路743號旁中和街停車場(中和街口),25.1376,121.5029,公共場所,臺北市停車管理工程處,Banyan
1006,雀榕,Ficus superba var. japonica,1.2,3.8,臺北市北投區林泉里中山路2號北投溫泉博物館大門外東側(面向博物館)緊臨中山路,25.1368,121.5075,公園、綠地,臺北市政府工務局公園路燈工程管理處,Large-leaved Banyan
1007,榕,Ficus microcarpa L. f.,1.52,4.8,臺北市北投區林泉里中山路2號北投溫泉博物館前大門口的行道樹,25.1368,121.5072,其他,臺北市政府工務局公園路燈工程管理處,Banyan
1008,刺桐,Erythrina variegata L.,0.97,3.05,臺北市北投區林泉里中山路2號溫泉博物館南面,25.1364,121.5071,公園、綠地,臺北市政府工務局公園路燈工程管理處,Variegated Coralnean
1009,無患子,Sapindus mukorossii Gaertn.,0.95,2.99,臺北市北投區林泉里中山路2號溫泉博物館對面北投兒童樂園後面斜坡上方，在新民國中烤肉區下方,25.1374,121.5074,公園、綠地,臺北市政府工務局公園路燈工程管理處,Chinese Soap Berry
1012,楓香,Liquidambar formosana Hance,1.4,4.4,臺北市北投區林泉里中山路5-13號旁新民國中後門對面人行道上,25.1376,121.5092,道路、人行道,臺北市政府工務局新建工程處、臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
1014,雀榕,Ficus superba var. japonica,1.05,3.3,臺北市北投區大同里中央北路一段6號對面北投國小牆外公共電話亭及公車站牌旁,25.1336,121.5011,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Large-leaved Banyan
1015,刺桐,Erythrina variegata L.,1.2,3.8,臺北市北投區大同里中央北路一段73號北投國小靠派出所的圍牆邊,25.1335,121.501,道路、人行道,臺北市北投區北投國民小學,Variegated Coralnean
1018,榕,Ficus microcarpa L. f.,0.94,2.94,臺北市北投區一德里中央北路四段581號關渡國小司令台對面,25.1261,121.4667,學校,臺北市北投區關渡國民小學,Banyan
1021,榕,Ficus microcarpa L. f.,1.83,5.75,臺北市北投區八仙里中央南路二段23號,25.1253,121.5005,其他,岳榕莊管理委員會,Banyan
1024,榕,Ficus microcarpa L. f.,1.3,4.08,臺北市北投區秀山里中和街446巷2號對面基地內,25.1449,121.4969,公共場所,財團法人台北市私立華興育幼院、振興醫療財團法人,Banyan
1034,榕,Ficus microcarpa L. f.,1.14,3.57,臺北市北投區文化里文化三路1號(文化國小),25.1369,121.4956,學校,臺北市北投區文化國民小學,Banyan
1038,茄苳,Bischofia javanica Blume,0.64,2.02,臺北市北投區建民里文林北路77號中正高中圖書館前方花壇最靠圖書館入口的第一棵,25.1045,121.5155,學校,臺北市立中正高級中學,Autumn Maple Tree
1043,大葉雀榕,Ficus caulocarpa (Miq.) Miq,1.02,3.2,臺北市北投區建民里建民公園,25.1057,121.5201,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Red Fruit Fig-tree
1046,猢猻木,Adansonia digitata L.,0.98,3.1,臺北市北投區大同里北投路二段北投3號廣場(捷運北投站旁公園),25.1318,121.4981,公園、綠地,臺北市政府工務局公園路燈工程管理處,Baobab
1047,猢猻木,Adansonia digitata L.,0.89,2.8,臺北市北投區大同里北投路二段北投3號廣場(捷運北投站旁公園),25.1323,121.4977,公園、綠地,臺北市政府工務局公園路燈工程管理處,Baobab
1049,欖仁,Terminalia catappa L.,0.6,1.9,臺北市北投區大同里北投路二段北投3號廣場(捷運北投站旁公園)正對捷運站出口,25.1317,121.498,公園、綠地,臺北市政府工務局公園路燈工程管理處,"	Indian Almond"
1050,猢猻木,Adansonia digitata L.,0.85,2.7,臺北市北投區大同里北投路北投3號廣場(捷運北投站旁公園),25.132,121.498,公園、綠地,臺北市政府工務局公園路燈工程管理處,Baobab
1051,樟,Cinnamomum camphora (L.) Presl,0.88,2.75,臺北市北投區稻香里樹林路北側,25.1442,121.4892,其他,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Camphor Tree
1054,樟,Cinnamomum camphora (L.) Presl,0.94,2.96,臺北市北投區稻香里北投區稻香路186號,25.1444,121.4887,私有住宅,晴山學社區管理委員會,Camphor Tree
1055,白千層,Melaleuca cajuputi cumingiana,0.83,2.6,臺北市北投區吉利里石牌路一段139號石牌國中操場邊溜冰場和炊事場間最北的一棵,25.1158,121.5135,學校,臺北市北投區石牌國民中學,Cajuput Tree
1058,榕,Ficus microcarpa L. f.,1.4,4.4,臺北市北投區立農里立農街一段22巷2弄8號立農公園槌球場旁,25.1188,121.5032,公園、綠地,臺北市政府工務局公園路燈工程管理處,Banyan
1060,榕,Ficus microcarpa L. f.,1.68,5.3,臺北市北投區長安里光明路131巷巷口北側,25.1341,121.5022,道路、人行道,臺北市政府財政局(臺北市市場處代管),Banyan
1061,樟,Cinnamomum camphora (L.) Presl,0.8,2.5,臺北市北投區溫泉里光明路234號天狗庵公園靠建物側,25.1358,121.5067,公園、綠地,日勝生活科技股份有限公司,Camphor Tree
1063,榕,Ficus microcarpa L. f.,1.14,3.58,臺北市北投區中央里光明路2巷17號門對面,25.1311,121.4996,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
1064,印度紫檀,Pterocarpus indicus Willd,0.8,2.5,臺北市北投區大同里光明路86號對面行道樹，緊鄰北投國小附幼圍牆,25.1332,121.5007,道路、人行道,臺北市北投區北投國民小學,Rose Wood
1066,魯花樹,Scolopia oldhamii Hance,0.28,0.9,臺北市北投區長安里光明路北投公園(或稱新北投公園)噴水池和花架長廊間,25.1367,121.505,公園、綠地,臺北市政府工務局公園路燈工程管理處,Oldham Scolopia
1067,白千層,Melaleuca cajuputi cumingiana,1.43,4.49,臺北市北投區長安里光明路北投公園(或稱新北投公園)噴水池和花架長廊間空地,25.1367,121.5051,公園、綠地,臺北市政府工務局公園路燈工程管理處,Cajuput Tree
1071,黃槿,Hibiscus tiliaceus L.,0.54,1.7,臺北市北投區長安里光明路北投公園(或稱新北投公園)機車載客服務點後方，對面是頂好超市，從捷運站算來第3棵,25.1365,121.5048,道路、人行道,臺北市政府工務局公園路燈工程管理處,Linden Hibiscus
1073,印度紫檀,Pterocarpus indicus Willd,0.66,2.1,臺北市北投區林泉里光明路北投公園1號廁所旁(靠中山路),25.1368,121.5063,公園、綠地,臺北市政府工務局公園路燈工程管理處,Rose Wood
1076,榕,Ficus microcarpa L. f.,1.91,6,臺北市北投區長安里七星公園,25.1367,121.5035,公共場所,臺北市工務局公園路燈工程管理處,Banyan
1078,榕,Ficus microcarpa L. f.,1.49,4.67,臺北市北投區立農里吉利街6號對面立農公園內公廁旁,25.1181,121.5039,公園、綠地,臺北市政府工務局公園路燈工程管理處,Banyan
1080,榕,Ficus microcarpa L. f.,1.5,4.7,臺北市內湖區寶湖里內湖區民權東路六段161號國防醫學院內,25.0709,121.5949,公共場所,國防部軍備局(國防醫學院代管),Banyan
1081,榕,Ficus microcarpa L. f.,1.1,3.47,臺北市北投區榮光里自強街185巷6號五府千歲廟右側捷運站綠帶間,25.1116,121.5173,公共場所,國營臺灣鐵路股份有限公司,Banyan
1082,榕,Ficus microcarpa L. f.,1.77,5.56,臺北市北投區榮光里自強街185巷6號五府千歲廟,25.1114,121.5174,公共場所,國營臺灣鐵路股份有限公司,Banyan
1083,榕,Ficus microcarpa L. f.,1.18,3.7,臺北市北投區榮光里自強街185巷6號五府千歲廟旁,25.1114,121.5174,公共場所,國營臺灣鐵路股份有限公司,Banyan
1084,雀榕,Ficus superba var. japonica,1.2,3.8,臺北市北投區福興里自強街31巷1號對面小廟後方,25.1105,121.513,,敦有建設有限公司,Large-leaved Banyan
1085,榕,Ficus microcarpa L. f.,1.18,3.7,臺北市北投區永欣里行義路10巷9弄,25.1246,121.5269,私有住宅,天母富桂管理委員會,Banyan
1087,臺灣朴,Celtis formosana Hayata,0.99,3.13,臺北市北投區永和里行義路58巷22弄5號正對面空地,25.1255,121.5286,其他,私人,Taiwan Hackberry
1088,榕,Ficus microcarpa L. f.,1.11,3.5,臺北市北投區榮光里西安街一段273號對面,25.1118,121.517,公共場所,國營臺灣鐵路股份有限公司,Banyan
1089,榕,Ficus microcarpa L. f.,1.08,3.38,臺北市北投區稻香里秀山路30號懷遠新村外的行道樹最北一棵,25.1437,121.4911,道路、人行道,外交部,Banyan
1090,榕,Ficus microcarpa L. f.,0.86,2.69,臺北市北投區稻香里秀山路30號懷遠新村外的行道樹最南一棵,25.1434,121.491,道路、人行道,外交部,Banyan
1092,樟,Cinnamomum camphora (L.) Presl,0.96,3.01,臺北市北投區稻香里北投區三層崎公園,25.1442,121.4911,公園、綠地,臺北市工務局公園路燈工程管理處,Camphor Tree
1093,榕,Ficus microcarpa L. f.,0.97,3.05,臺北市北投區長安里育仁路106號薇閣小學正對大門裡面,25.1354,121.5007,學校,臺北市私立薇閣國民小學,Banyan
1094,榕,Ficus microcarpa L. f.,1.05,3.3,臺北市北投區長安里長安公園,25.135,121.4998,道路、人行道,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Banyan
1096,苦楝,Melia azedarach Linn.,1.03,3.25,臺北市北投區振華里明德路365號(國立臺北護理健康大學),25.1177,121.5216,學校,國立臺北護理健康大學,China Berry
1098,猢猻木,Adansonia digitata L.,0.81,2.55,臺北市北投區關渡里知行路336號社區門前右起第四棵,25.123,121.4673,道路、人行道,臺北市政府工務局公園路燈工程管理處,Baobab
1099,猢猻木,Adansonia digitata L.,0.94,2.96,臺北市北投區關渡里知行路336號與大度路交接前第一棵,25.123,121.4671,道路、人行道,臺北市政府工務局公園路燈工程管理處,Baobab
1101,榕,Ficus microcarpa L. f.,0.89,2.81,臺北市北投區關渡里知行路360號關渡宮舞台旁,25.1177,121.4643,,財團法人臺北市關渡宮,Banyan
1102,榕,Ficus microcarpa L. f.,1.04,3.28,臺北市北投區關渡里知行路75號臺北市立浩然敬老院,25.1185,121.468,公共場所,臺北市立浩然敬老院(臺北市政府捷運工程局第一區工程處代管111.5.27起),Banyan
1103,榕,Ficus microcarpa L. f.,1.3,4.11,臺北市北投區關渡里知行路75號臺北市立浩然敬老院,25.1184,121.468,公共場所,臺北市立浩然敬老院(臺北市政府捷運工程局第一區工程處代管111.5.27起),Banyan
1104,黑板樹,Alstonia scholaris (L.) R. Brown,0.65,2.03,臺北市北投區關渡里知行路75號臺北市立浩然敬老院,25.1185,121.4678,公共場所,臺北市立浩然敬老院(臺北市政府捷運工程局第一區工程處代管111.5.27起),Palimara Alstonia
1106,臺灣朴,Celtis formosana Hayata,1.07,3.37,臺北市北投區中心里泉源路21巷9號院子圍籬外邊坡,25.1391,121.5044,公共場所,私人,Taiwan Hackberry
1108,麵包樹,Artocarpus treculianus,0.86,2.71,臺北市北投區中心里泉源路35巷15號門前,25.1405,121.5059,其他,雅敍園社區管理委員會,Bread-fruit Tree
1109,榕,Ficus microcarpa L. f.,1.17,3.66,臺北市北投區中心里泉源路35巷巷口公車站牌旁行道樹,25.1406,121.5062,道路、人行道,雅敍園社區管理委員會,Banyan
1110,榕,Ficus microcarpa L. f.,1.13,3.54,臺北市北投區中心里泉源路39-37號源之鄉管理室後方,25.1412,121.5081,私有住宅,源之鄉溫泉大廈管理委員會,Banyan
1111,大葉雀榕,Ficus caulocarpa (Miq.) Miq,0.83,2.6,臺北市北投區中心里北投區新民路57-7號,25.141,121.5103,郊山,國防部政治作戰局,Red Fruit Fig-tree
1113,榕,Ficus microcarpa L. f.,0.93,2.94,臺北市北投區中心里泉源路49-3號(山居生活大廈)前長條花壇中,25.1413,121.5112,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
1114,大葉雀榕,Ficus caulocarpa (Miq.) Miq,0.9,2.83,臺北市北投區中心里泉源路49-5號(山居生活大廈)前長條花壇中,25.1412,121.5112,道路、人行道,臺北市政府工務局新建工程處(公園處代管),Red Fruit Fig-tree
1118,榕,Ficus microcarpa L. f.,0.93,2.93,臺北市北投區洲美里洲美街185號,25.1001,121.5027,其他,臺北市政府教育局,Banyan
1121,榕,Ficus microcarpa L. f.,1.23,3.85,臺北市北投區洲美里洲美街185號,25.1006,121.5019,其他,臺北市政府地政局土地開發總隊,Banyan
1124,榕,Ficus microcarpa L. f.,1.02,3.2,臺北市北投區吉利里致遠二路80號石牌國小靠石牌路圍牆,25.1142,121.5125,學校,臺北市北投區石牌國民小學,Banyan
1125,榕,Ficus microcarpa L. f.,1,3.14,臺北市北投區吉利里致遠二路80號石牌國小靠石牌路圍牆,25.1145,121.513,公園、綠地,臺北市北投區石牌國民小學,Banyan
1126,楓香,Liquidambar formosana Hance,0.94,2.94,臺北市北投區榮華里振興街45號(振興醫院圓中心),25.1159,121.5217,其他,財政部國有財產署(振興醫療財團法人振興醫院代管),Formosan Sweet Gum
1129,苦楝,Melia azedarach Linn.,1.39,4.38,臺北市北投區榮華里振興街45號振興醫院新大樓正對大樓左側草坪,25.1164,121.5236,公共場所,振興醫療財團法人振興醫院,China Berry
1130,芒果,Mangifera indica L.,0.8,2.5,臺北市北投區中心里珠海路60巷2號住宅內大門圍牆旁,25.1403,121.5051,私有住宅,私人,Mango
1131,榕,Ficus microcarpa L. f.,0.83,2.6,臺北市北投區清江里崇仁路一段131巷2弄7號門前清江公園邊,25.124,121.5023,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市北投區公所代管),Banyan
1132,榕,Ficus microcarpa L. f.,0.98,3.09,臺北市北投區清江里崇仁路一段131巷忠義新村入口(105號旁)右側社區停車場,25.125,121.5021,其他,財政部國有財產署、私人,Banyan
1134,榕,Ficus microcarpa L. f.,0.86,2.69,臺北市北投區中和里復興四路70號復興高中對面的停車場內,25.1437,121.5015,公共場所,財政部國有財產署(北區分署),Banyan
1135,榕,Ficus microcarpa L. f.,1.21,3.8,臺北市北投區中和里復興四路70號復興高中對面停車場內,25.1438,121.5014,公共場所,財政部國有財產署(北區分署),Banyan
1136,榕,Ficus microcarpa L. f.,1.01,3.16,臺北市北投區中和里復興四路70號復興高中對面停車場內,25.1437,121.5014,公共場所,財政部國有財產署(北區分署),Banyan
1137,榕,Ficus microcarpa L. f.,1.2,3.8,臺北市北投區中和里復興四路70號復興高中對面停車場內,25.1438,121.5013,公共場所,財政部國有財產署(北區分署),Banyan
1140,樟,Cinnamomum camphora (L.) Presl,0.65,2.05,臺北市北投區林泉里新民路 22巷1號前新民路上的行道樹,25.1394,121.5074,道路、人行道,臺北市政府工務局新建工程處(公園處代管)、臺北市政府文化局,Camphor Tree
1141,楓香,Liquidambar formosana Hance,0.85,2.67,臺北市北投區林泉里新民路10號新民國中工藝館下方到樂群樓間,25.1379,121.5089,學校,臺北市立新民國民中學,Formosan Sweet Gum
1145,楓香,Liquidambar formosana Hance,0.6,1.87,臺北市北投區林泉里新民路10號新民國中左側行道樹，在新民路1號對面,25.1387,121.5061,道路、人行道,臺北市政府工務局新建工程處(公園處代管),Formosan Sweet Gum
1146,楓香,Liquidambar formosana Hance,0.57,1.79,臺北市北投區林泉里新民路10號新民國中科學樓前方花架邊,25.1379,121.5082,學校,臺北市立新民國民中學,Formosan Sweet Gum
1147,樟,Cinnamomum camphora (L.) Presl,0.62,1.96,臺北市北投區林泉里新民路10號新民國中科學樓前方人行道旁,25.1379,121.5081,學校,臺北市立新民國民中學,Camphor Tree
1148,香楠,Machilus zuihoensis Hayata,0.8,2.5,臺北市北投區林泉里新民路10號新民國中垃圾待清運場往敬業樓小徑旁,25.138,121.5086,學校,臺北市立新民國民中學,Zuiho Machilus
